series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
22,Série 22,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980247-ko2fia.png,tcf_full_output\images\series_22_q35.png,Sa technique puise dans divers mouvements artistiques.,Ses œuvres se fondent dans leur environnement.,Son inspiration provient de ses nombreuses lectures.,Son savoir-faire met en valeur des procédés connus.,Ses œuvres se fondent dans leur environnement.,B
22,Série 22,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980233-2r1yhj.png,tcf_full_output\images\series_22_q36.png,La primauté de l'apparence sur les compétences.,Le corporatisme poussé de certaines sociétés.,Le manque de formation aux nouvelles technologies.,Les principes actuels d'organisation du travail.,Les principes actuels d'organisation du travail.,D
22,Série 22,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980221-w0gb5k.png,tcf_full_output\images\series_22_q37.png,La capacité des plantes à nettoyer les sols.,La rentabilité d’un nouveau système d’extraction.,Le résultat des recherches de Mr Van der Hert.,Les préoccupations écologistes des industriels.,Les préoccupations écologistes des industriels.,D
22,Série 22,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980053-rkop0z.png,tcf_full_output\images\series_22_q38.png,Concevoir des lieux de vie alternatifs.,Étudier de nouvelles technologies.,Proposer des activités futuristes.,Protéger des espaces marins menacés.,Concevoir des lieux de vie alternatifs.,A
22,Série 22,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194980102-x0pn2a.png,tcf_full_output\images\series_22_q39.png,Elle représenterait l'influence de l'inconscient.,Elle résulterait de l'observation de normes.,Elle serait issue du patrimoine génétique.,Elle résulterait la part de l’acquis dû au groupe.,Elle résulterait de l'observation de normes.,B
23,Série 23,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984106-5oe7t3.png,tcf_full_output\images\series_23_q01.png,Le lundi matin.,Le mardi matin.,Le mercredi matin.,Le jeudi matin.,Le mardi matin.,B
23,Série 23,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984396-vcytyr.png,tcf_full_output\images\series_23_q02.png,Habiter à la compagne.,Réserver un hôtel.,Trouver un logement.,Vendre un appartement.,Trouver un logement.,C
23,Série 23,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984323-fxq9k6.png,tcf_full_output\images\series_23_q03.png,Avec Mme Deor.,Avec un chauffeur.,En autobus.,En taxi.,Avec un chauffeur.,B
23,Série 23,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984330-z3dbqw.png,tcf_full_output\images\series_23_q04.png,La comptable.,La secrétaire.,Le directeur.,Le réparateur.,La secrétaire.,B
23,Série 23,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984130-hn5wps.png,tcf_full_output\images\series_23_q05.png,Une journée.,Une semaine.,Une nuit.,Un mois.,Une nuit.,C
23,Série 23,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984355-dlf025.png,tcf_full_output\images\series_23_q06.png,Il est très occupé.,Il part en vacances.,Il travaille avec Fred.,Il veut venir plus tôt.,Il est très occupé.,A
23,Série 23,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984386-2gjrjc.png,tcf_full_output\images\series_23_q07.png,À ses amis.,À ses collègues.,À ses enfants.,À ses voisins.,À ses collègues.,B
23,Série 23,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984365-vc0rno.png,tcf_full_output\images\series_23_q08.png,En cours de soirée.,En début et en fin de soirée.,Entre chaque émission.,Quatre fois dans la soirée.,En début et en fin de soirée.,B
23,Série 23,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984301-ija9fv.png,tcf_full_output\images\series_23_q09.png,Un atelier de cuisine.,Un déménagement.,Une fête entre voisins.,Une visite d’appartement.,Une fête entre voisins.,C
23,Série 23,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984393-2zhh9v.png,tcf_full_output\images\series_23_q10.png,Elle est autorisée.,Elle est dangereuse.,Elle est interdite.,Elle est limitée.,Elle est interdite.,C
23,Série 23,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194983937-yqf346.png,tcf_full_output\images\series_23_q11.png,Consulter le serveur vocal.,Prendre rendez-vous par téléphone.,Téléphoner aux horaires indiqués.,Demander le service de relation avec la clientèle.,Téléphoner aux horaires indiqués.,C
23,Série 23,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984372-xfppzj.png,tcf_full_output\images\series_23_q12.png,Un message d’excuse.,Une déclaration d’amour.,Une invitation à une fête.,Une lettre de vacances.,Un message d’excuse.,A
23,Série 23,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194983984-3wmnr0.png,tcf_full_output\images\series_23_q13.png,D’envoyer très rapidement le devis.,D’interdire l’emploi de produits toxiques.,De libérer les lieux pendant les travaux.,De préciser la nature de l’intervention.,De libérer les lieux pendant les travaux.,C
23,Série 23,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984421-9nd3ll.png,tcf_full_output\images\series_23_q14.png,Il montre des documentaires sur les conditions de vie des sourds.,Il organise des conférences sur la langue utilisée par les sourds.,Il présente des films réalisés par des personnes sourdes.,Il programme des spectacles destinés à un jeune public sourd.,Il présente des films réalisés par des personnes sourdes.,C
23,Série 23,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984410-wf7w45.png,tcf_full_output\images\series_23_q15.png,Casablanca.,Fès.,Marrakech.,Tanger.,Marrakech.,C
23,Série 23,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984424-u5zry0.png,tcf_full_output\images\series_23_q16.png,Un centre de loisirs pour les habitants de son quartier.,Un restaurant qui sert des spécialités de sa région.,Un service municipal d’aide sociale aux jeunes célibataires.,Une manière originale de rencontrer des gens près de chez elle.,Une manière originale de rencontrer des gens près de chez elle.,D
23,Série 23,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984390-bnjop2.png,tcf_full_output\images\series_23_q17.png,Pour éviter de conduire.,Pour faire rêver les enfants.,Pour marcher sans souffrir.,Pour porter des objets lourds.,Pour marcher sans souffrir.,C
23,Série 23,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984359-ao4qrd.png,tcf_full_output\images\series_23_q18.png,Corriger les mauvaises habitudes alimentaires des enfants.,Faire respecter la législation sur l’alimentation des enfants.,Mieux comprendre les préférences alimentaires des enfants.,Permettre aux enfants de découvrir de nouveaux aliments.,Mieux comprendre les préférences alimentaires des enfants.,C
23,Série 23,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194983933-rmi9ad.png,tcf_full_output\images\series_23_q19.png,L’arrivée d’une troupe de comédiens à la campagne.,L’enquête policière d’une personne très rationnelle.,La vie des paysans néerlandais au XVIIIE siècle.,Les expériences originales d’un scientifique anglais.,L’enquête policière d’une personne très rationnelle.,B
23,Série 23,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984344-vqb43d.png,tcf_full_output\images\series_23_q20.png,Leur conception de la cuisine est passée de mode.,Leur créativité leur assure une célébrité mondiale.,Leur nom s’est transformé en label de prestige.,Leurs établissements sont cotés en bourse.,Leur nom s’est transformé en label de prestige.,C
23,Série 23,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984406-wm164q.png,tcf_full_output\images\series_23_q21.png,Le remboursement de son article.,L’échange de son téléphone.,L’envoi de son téléphone par la poste.,Une réclamation sur son achat.,Le remboursement de son article.,A
23,Série 23,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984126-s473lw.png,tcf_full_output\images\series_23_q22.png,D’analyser les moyens de séduire les jeunes.,De moderniser le contenu des expositions.,De s’inspirer des approches pédagogiques scolaires.,De systématiser l’accès gratuit pour les adolescents.,D’analyser les moyens de séduire les jeunes.,A
23,Série 23,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984400-1lrsqb.png,tcf_full_output\images\series_23_q23.png,Elle donne l’assurance d’un dépannage rapide.,Elle donne lieu à une réduction sur l’assurance.,Elle offre la possibilité d’une garantie de qualité.,Elle permet de dépenser moins d’argent.,Elle permet de dépenser moins d’argent.,D
23,Série 23,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984415-4evxz3.png,tcf_full_output\images\series_23_q24.png,L’originalité des plats.,La qualité des produits.,Le cadre du restaurant.,Le prix des menus.,L’originalité des plats.,A
23,Série 23,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984381-mig49g.png,tcf_full_output\images\series_23_q25.png,Un rappel d’un impayé en cours.,Une facture à payer rapidement.,Une proposition de paiement différé.,Une erreur de règlement.,Un rappel d’un impayé en cours.,A
23,Série 23,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984143-rlnegi.png,tcf_full_output\images\series_23_q26.png,Elle favorise l’orientation des élèves après l’obtention du baccalauréat.,Elle permet de renforcer les liens éducatifs entre adultes et élèves.,Elle répond de manière pertinente aux difficultés et aux aspirations des élèves.,Elle veille à la concrétisation des projets professionnels des élèves.,Elle répond de manière pertinente aux difficultés et aux aspirations des élèves.,C
23,Série 23,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984428-8rrlp1.png,tcf_full_output\images\series_23_q27.png,Obtenir de l’argent pour développer des centres d’accueil.,Convaincre les entreprises étrangères d’investir au Burundi.,Soutenir les étudiants burundais expatriés pour leurs études.,Trouver des bénévoles pour s’occuper des enfants à l’hôpital.,Obtenir de l’argent pour développer des centres d’accueil.,A
23,Série 23,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984122-r7rh08.png,tcf_full_output\images\series_23_q28.png,Des outils de communication.,Des voyages organisés.,Une formation à l’écologie.,Un système d’information.,Des outils de communication.,A
23,Série 23,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984042-hslfu4.png,tcf_full_output\images\series_23_q29.png,L’abus d’anglicismes en langage informatique.,L’ambiguïté du néologisme « chat » à l’écrit.,Le laxisme orthographique dans les forums.,Le manque d’imagination des lexicologues.,L’ambiguïté du néologisme « chat » à l’écrit.,B
23,Série 23,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984451-bj4doj.png,tcf_full_output\images\series_23_q30.png,Guérir de leurs troubles du langage.,Intégrer une classe traditionnelle.,Préparer leur entrée au collègue.,Profiter d’un encadrement spécifique.,Profiter d’un encadrement spécifique.,D
23,Série 23,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984290-ip8ozf.png,tcf_full_output\images\series_23_q31.png,D’attirer l’attention de l’interlocuteur.,D’imaginer des solutions originales.,De solliciter davantage la raison.,De trouver des réponses rapides.,De solliciter davantage la raison.,C
23,Série 23,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984192-410ikl.png,tcf_full_output\images\series_23_q32.png,Le dosage des produits chimiques dans les aliments.,Le manque de lisibilité des étiquettes.,Les arguments hypocrites avancés par les fabricants.,Les conséquences sanitaires des ajouts.,Les arguments hypocrites avancés par les fabricants.,C
23,Série 23,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984305-sq76hq.png,tcf_full_output\images\series_23_q33.png,Il inquiète les patrons de sociétés.,Il touche les employés les plus faibles.,Son existence doit être officialisée.,Son traitement est peu efficace.,Son existence doit être officialisée.,C
23,Série 23,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984276-lq7ror.png,tcf_full_output\images\series_23_q34.png,Les gestes révèleraient systématiquement la langue maternelle des locuteurs.,"Il existerait un ordre universel de la pensée, indépendant de l’ordre linguistique.",Il y aurait autant de façons de penser que de structures de langue différentes.,Les structures des langues seraient dépendantes de notre expérience du monde.,"Il existerait un ordre universel de la pensée, indépendant de l’ordre linguistique.",B
23,Série 23,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984282-3u64iw.png,tcf_full_output\images\series_23_q35.png,C’est un vecteur de diffusion des œuvres littéraires.,C’est une source de connaissances sûre et fiable.,L’audience des émissions culturelles est en hausse.,La concurrence qu’elle mène à la lecture est acharnée.,C’est un vecteur de diffusion des œuvres littéraires.,A
23,Série 23,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984352-pv1bei.png,tcf_full_output\images\series_23_q36.png,La quasi-absence d’héroïnes.,L’appel constant à la violence.,L’atténuation des clichés.,L’uniformité des scénarios.,La quasi-absence d’héroïnes.,A
23,Série 23,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194984271-6yfo9t.png,tcf_full_output\images\series_23_q37.png,La capacité des plantes à nettoyer les sols.,La rentabilité d’un nouveau système d’extraction.,Le résultat des recherches de M. Van der Hent.,Les préoccupations écologistes des industriels.,Les préoccupations écologistes des industriels.,D
